"LotFrontage","LotArea","LotShape","YearBuilt","YearRemodAdd","MasVnrType","MasVnrArea","ExterQual","ExterCond","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","MiscVal","SalePrice","TotalSF","TotBathrooms","Remod","Age","IsNew","TotalSqFeet","NeighRich","MSSubClass.120","MSSubClass.150","MSSubClass.160","MSSubClass.180","MSSubClass.190","MSSubClass.20","MSSubClass.30","MSSubClass.40","MSSubClass.45","MSSubClass.50","MSSubClass.60","MSSubClass.70","MSSubClass.75","MSSubClass.80","MSSubClass.85","MSZoning.C","MSZoning.FV","MSZoning.RH","MSZoning.RL","Street.Grvl","Alley.Grvl","Alley.None","Utilities.AllPub","Utilities.NA","LotConfig.Corner","LotConfig.CulDSac","LotConfig.FR2","LotConfig.FR3","LandSlope.Gtl","LandSlope.Mod","Neighborhood.Blmngtn","Neighborhood.Blueste","Neighborhood.BrDale","Neighborhood.BrkSide","Neighborhood.ClearCr","Neighborhood.CollgCr","Neighborhood.Crawfor","Neighborhood.Edwards","Neighborhood.Gilbert","Neighborhood.IDOTRR","Neighborhood.MeadowV","Neighborhood.Mitchel","Neighborhood.NAmes","Neighborhood.NoRidge","Neighborhood.NPkVill","Neighborhood.NridgHt","Neighborhood.NWAmes","Neighborhood.OldTown","Neighborhood.Sawyer","Neighborhood.SawyerW","Neighborhood.Somerst","Neighborhood.StoneBr","Neighborhood.SWISU","Neighborhood.Timber","Condition1.Artery","Condition1.Feedr","Condition1.Norm","Condition1.PosA","Condition1.PosN","Condition1.RRAe","Condition1.RRAn","Condition1.RRNe","Condition2.Artery","Condition2.Feedr","Condition2.Norm","Condition2.PosA","Condition2.PosN","Condition2.RRAe","Condition2.RRAn","BldgType.1Fam","BldgType.2fmCon","BldgType.Duplex","BldgType.Twnhs","HouseStyle.1.5Fin","HouseStyle.1.5Unf","HouseStyle.1Story","HouseStyle.2.5Fin","HouseStyle.2.5Unf","HouseStyle.2Story","HouseStyle.SFoyer","OverallQual.1","OverallQual.2","OverallQual.3","OverallQual.4","OverallQual.5","OverallQual.6","OverallQual.7","OverallQual.8","OverallCond.1","OverallCond.2","OverallCond.3","OverallCond.4","OverallCond.5","OverallCond.6","OverallCond.7","OverallCond.8","RoofStyle.Flat","RoofStyle.Gable","RoofStyle.Gambrel","RoofStyle.Hip","RoofStyle.Mansard","RoofMatl.ClyTile","RoofMatl.CompShg","RoofMatl.Membran","RoofMatl.Metal","RoofMatl.Roll","RoofMatl.Tar&Grv","RoofMatl.WdShake","Exterior1st.AsbShng","Exterior1st.AsphShn","Exterior1st.BrkComm","Exterior1st.BrkFace","Exterior1st.CBlock","Exterior1st.CemntBd","Exterior1st.HdBoard","Exterior1st.ImStucc","Exterior1st.MetalSd","Exterior1st.Plywood","Exterior1st.Stone","Exterior1st.Stucco","Exterior1st.VinylSd","Exterior1st.Wd_Sdng","Exterior2nd.AsbShng","Exterior2nd.AsphShn","Exterior2nd.Brk_Cmn","Exterior2nd.BrkFace","Exterior2nd.CBlock","Exterior2nd.CmentBd","Exterior2nd.HdBoard","Exterior2nd.ImStucc","Exterior2nd.MetalSd","Exterior2nd.Other","Exterior2nd.Plywood","Exterior2nd.Stone","Exterior2nd.Stucco","Exterior2nd.VinylSd","Exterior2nd.Wd_Sdng","Foundation.BrkTil","Foundation.CBlock","Foundation.PConc","Foundation.Slab","Foundation.Stone","Heating.Floor","Heating.GasA","Heating.GasW","Heating.Grav","Heating.OthW","HeatingQC.Ex","HeatingQC.Fa","HeatingQC.Gd","HeatingQC.Po","CentralAir.N","Electrical.FuseA","Electrical.FuseF","Electrical.FuseP","Electrical.Mix","GarageType.2Types","GarageType.Attchd","GarageType.Basment","GarageType.BuiltIn","GarageType.CarPort","GarageType.Detchd","PavedDrive.N","PavedDrive.P","Fence.GdPrv","Fence.GdWo","Fence.MnPrv","Fence.MnWw","MiscFeature.Gar2","MiscFeature.None","MiscFeature.Othr","MiscFeature.Shed","MoSold.1","MoSold.10","MoSold.11","MoSold.12","MoSold.2","MoSold.3","MoSold.4","MoSold.5","MoSold.6","MoSold.7","MoSold.8","YrSold.2006","YrSold.2007","YrSold.2008","YrSold.2009","SaleType.COD","SaleType.Con","SaleType.ConLD","SaleType.ConLI","SaleType.ConLw","SaleType.CWD","SaleType.New","SaleType.Oth","SaleCondition.Abnorml","SaleCondition.AdjLand","SaleCondition.Alloca","SaleCondition.Family","SaleCondition.Normal"
74,11988,2,1934,1995,0,0,3,3,3,3,1,2,326,1,0,389,715,849,811,0,1660,0,0,1,1,3,1,3,6,7,1,4,1939,1,1,240,3,3,0,0,0,0,0,0,0,0,12.1479190307597,2375,1,1,13,0,2375,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
60,8430,3,1978,1978,1,136,3,3,4,3,1,3,616,1,0,424,1040,1040,0,0,1040,0,0,2,0,3,1,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7280449090708,2080,2,0,31,0,2080,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
43,3072,3,2004,2004,1,18,4,3,4,3,1,1,0,1,0,1375,1375,1414,0,0,1414,0,0,2,0,2,1,4,6,7,1,3,2004,3,2,398,3,3,144,20,0,0,0,0,0,0,12.0936931096383,2789,2,0,2,0,2789,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,10628,3,1970,1970,0,0,3,4,3,4,4,6,778,1,0,499,1277,1277,0,0,1277,1,0,1,0,2,1,3,5,7,1,1,1970,1,2,526,3,3,0,0,0,0,176,0,0,0,12.0257550794049,2554,2,0,37,0,2554,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,9480,3,1942,1995,2,224,3,3,3,3,1,2,386,1,0,342,728,888,756,0,1644,0,0,1,1,3,1,4,7,7,2,4,1942,1,1,312,3,3,168,0,0,0,0,0,0,0,11.8947875333545,2372,1,1,12,0,2372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,11428,2,2006,2006,2,248,4,3,4,3,1,1,0,1,0,1626,1626,1634,0,0,1634,0,0,2,0,3,1,4,7,7,1,4,2006,2,3,866,3,3,0,44,0,0,0,0,0,0,12.4292201968364,3260,2,0,1,0,3260,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,9291,2,1993,1993,1,120,4,3,4,3,1,6,426,1,0,406,832,832,878,0,1710,0,0,2,1,3,1,4,7,7,0,0,1993,2,2,506,3,3,144,70,0,0,0,0,0,0,12.138869243416,2542,2,0,15,0,2542,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
61.5,6820,2,1985,1985,0,0,4,3,4,3,3,6,368,4,1120,0,1488,1502,0,0,1502,1,0,1,1,1,1,4,4,7,0,0,1985,2,2,528,3,3,0,54,0,0,140,0,0,0,12.2643462706242,2990,2,0,25,0,2990,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,11952,3,1977,1977,0,0,3,3,4,3,1,1,0,1,0,808,808,1161,808,0,1969,0,0,2,1,3,1,3,8,7,1,4,1977,2,2,534,3,3,0,0,0,0,276,0,0,0,12.1547846142867,2777,2,0,30,0,2777,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,3675,3,2005,2005,1,80,3,3,4,3,4,6,459,1,0,88,547,1072,0,0,1072,1,0,1,0,2,1,3,5,7,0,0,2005,2,2,525,3,3,0,28,0,0,0,0,0,0,11.9049743094802,1619,2,0,3,0,1619,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,14977,2,2006,2007,1,304,4,3,5,3,4,6,1350,1,0,626,1976,1976,0,0,1976,1,0,2,0,2,1,4,7,7,1,5,2006,2,3,908,3,3,250,63,0,0,0,0,0,0,12.9945322786191,3952,3,1,0,0,3952,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,5330,3,2000,2000,0,0,4,3,4,3,3,6,1196,1,0,298,1494,1652,0,0,1652,1,0,2,0,2,1,5,6,7,0,0,2000,2,2,499,3,3,96,48,0,0,0,0,0,0,12.4332122021697,3146,3,0,7,0,3146,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,8480,3,1963,1963,0,0,3,3,3,3,1,6,630,1,0,340,970,970,0,0,970,1,0,1,0,2,1,3,5,7,0,0,1996,1,2,624,3,3,0,24,0,0,192,0,0,0,11.7943454715497,1940,2,0,44,0,1940,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,13125,3,1997,1998,1,215,3,3,4,3,4,6,994,1,0,484,1478,1493,0,0,1493,1,0,2,0,3,1,4,7,7,1,3,1997,3,2,508,3,3,140,39,0,0,0,0,0,0,12.2496157345126,2971,3,1,10,0,2971,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,13693,3,2006,2006,1,772,5,3,4,3,3,1,0,1,0,2153,2153,2069,574,0,2643,0,0,2,1,3,1,5,9,7,1,4,2006,3,3,694,3,3,414,84,0,0,0,0,0,0,12.8479291632781,4796,2,0,1,0,4796,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,10637,3,2007,2008,2,336,4,3,5,3,4,6,1288,1,0,417,1705,1718,0,0,1718,1,0,2,0,3,1,4,7,7,1,4,2007,2,3,826,3,3,208,44,0,0,0,0,0,0,12.6014907847825,3423,3,1,1,0,3423,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50,5925,3,1937,2000,0,435,3,3,2,3,1,3,168,1,0,739,907,1131,0,0,1131,0,0,1,0,2,1,3,7,7,0,0,1995,1,2,672,3,3,0,72,0,0,0,0,0,0,11.4016810061534,2038,1,1,7,0,2038,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
98,16033,2,2004,2005,1,378,4,3,5,3,4,6,1261,1,0,572,1833,1850,0,0,1850,1,0,2,0,3,1,4,8,7,1,4,2004,3,3,772,3,3,519,112,0,0,0,0,0,0,12.6946557278288,3683,3,1,1,0,3683,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,11846,2,2003,2004,1,562,4,3,5,3,4,6,1567,1,0,225,1792,1792,0,0,1792,1,0,2,0,2,1,5,6,7,1,4,2003,3,3,874,3,3,206,49,0,0,0,0,0,0,12.8320137501899,3584,3,1,2,0,3584,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,2500,3,1915,2005,0,0,4,3,3,3,1,5,299,1,0,611,910,916,910,0,1826,1,0,1,1,4,1,5,7,5,1,4,1915,1,1,164,2,2,0,0,0,0,0,0,0,0,11.9511868474935,2736,2,1,4,0,2736,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
32,4500,3,1998,1998,1,116,3,3,5,3,1,6,897,1,0,319,1216,1216,0,0,1216,1,0,2,0,2,1,3,5,7,0,0,1998,1,2,402,3,3,0,125,0,0,0,0,0,0,12.0076278043487,2432,3,0,8,0,2432,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
